,Company  (Maker-if known),ReviewDate,CocoaPercent,Location,Rating,Bean_Type,BroadOrigin,Cluster,ClusterColor
1274,Patric,2009,67.0,U.S.A.,3.5,Trinitario,Madagascar,0,pink
1275,Patric,2009,70.0,U.S.A.,3.5,Trinitario,Venezuela,0,pink
1276,Patric,2007,70.0,U.S.A.,4.0,Trinitario,Madagascar,0,pink
1277,Patric,2013,67.0,U.S.A.,4.0,Unknown,Peru,0,pink
1278,Paul Young,2014,73.0,U.K.,2.25,Trinitario,Madagascar,1,purple
1279,Paul Young,2014,64.0,U.K.,2.75,Trinitario,Madagascar,1,purple
1280,Peppalo,2015,82.0,U.S.A.,3.0,Unknown,Dominican Republic,2,dark purple
1281,Pierre Marcolini,2015,70.0,Belgium,3.25,Forastero,Cameroon,0,pink
1282,Pierre Marcolini,2010,75.0,Belgium,3.0,Criollo,Venezuela,1,purple
1283,Pierre Marcolini,2010,75.0,Belgium,3.25,Trinitario,Trinidad,0,pink
1284,Pierre Marcolini,2010,78.0,Belgium,3.75,"Criollo, Forastero",Cuba,0,pink
1285,Pierre Marcolini,2010,85.0,Belgium,3.0,Criollo,Peru,2,dark purple
1286,Pierre Marcolini,2009,72.0,Belgium,3.0,Forastero,Brazil,1,purple
1287,Pierre Marcolini,2009,72.0,Belgium,3.0,Criollo,Mexico,1,purple
1288,Pierre Marcolini,2007,70.0,Belgium,4.0,Blend,"Venezuela, Java",0,pink
1289,Pierre Marcolini,2007,72.0,Belgium,3.75,Forastero (Nacional),Ecuador,0,pink
1290,Pierre Marcolini,2007,72.0,Belgium,4.0,Trinitario,Madagascar,0,pink
1291,Pierre Marcolini,2007,85.0,Belgium,3.5,Blend,Venezuela/ Ghana,2,dark purple
1292,Pierre Marcolini,2006,72.0,Belgium,4.0,Criollo,Mexico,0,pink
1293,Pierre Marcolini,2006,72.0,Belgium,3.0,Criollo,Indonesia,1,purple
1294,Pierre Marcolini,2006,72.0,Belgium,4.0,Criollo,Venezuela,0,pink
1295,Pinellas,2016,80.0,U.S.A.,2.5,Unknown,Honduras,2,dark purple
1296,Pitch Dark,2015,62.0,U.S.A.,2.5,Unknown,Nicaragua,1,purple
1297,Pitch Dark,2015,80.0,U.S.A.,2.75,Unknown,Nicaragua,2,dark purple
1298,Pitch Dark,2015,80.0,U.S.A.,2.75,"Criollo, Trinitario",Nicaragua,2,dark purple
1299,Pitch Dark,2015,80.0,U.S.A.,2.75,Trinitario,Nicaragua,2,dark purple
1300,Pitch Dark,2015,80.0,U.S.A.,3.25,Unknown,Nicaragua,2,dark purple
1301,Pitch Dark,2014,73.0,U.S.A.,3.25,Trinitario,Madagascar,0,pink
1302,Pitch Dark,2014,73.0,U.S.A.,2.5,Trinitario,Fiji,1,purple
1303,Pitch Dark,2014,73.0,U.S.A.,3.25,Unknown,Ecuador,0,pink
1304,Pitch Dark,2014,73.0,U.S.A.,3.5,Unknown,Ecuador,0,pink
1305,Pomm (aka Dead Dog),2012,76.0,U.S.A.,2.5,Unknown,Dominican Republic,1,purple
1306,Pomm (aka Dead Dog),2012,82.0,U.S.A.,2.75,Criollo,Peru,2,dark purple
1307,Potomac,2016,70.0,U.S.A.,3.75,Unknown,Domincan Republic,0,pink
1308,Potomac,2014,70.0,U.S.A.,3.75,Unknown,Venezuela,0,pink
1309,Potomac,2011,70.0,U.S.A.,3.5,Matina,Costa Rica,0,pink
1310,Potomac,2011,70.0,U.S.A.,3.0,Matina,Costa Rica,1,purple
1311,Potomac,2011,70.0,U.S.A.,2.75,Unknown,Peru,1,purple
1312,Potomac,2011,70.0,U.S.A.,3.5,Unknown,Brazil,0,pink
1313,Potomac,2010,82.0,U.S.A.,3.75,Matina,Costa Rica,0,pink
1314,Pralus,2015,75.0,France,3.25,Unknown,Peru,0,pink
1315,Pralus,2011,75.0,France,3.25,Criollo (Porcelana),Venezuela,0,pink
1316,Pralus,2010,75.0,France,3.5,Trinitario,Venezuela,0,pink
1317,Pralus,2009,75.0,France,2.0,Unknown,Venezuela,1,purple
1318,Pralus,2008,75.0,France,3.0,Trinitario,Papua New Guinea,1,purple
1319,Pralus,2008,100.0,France,3.0,Criollo,Madagascar,2,dark purple
1320,Pralus,2008,75.0,France,2.0,Unknown,Dominican Republic,1,purple
1321,Pralus,2008,75.0,France,3.5,Unknown,Brazil,0,pink
1322,Pralus,2007,75.0,France,4.0,Forastero,Sao Tome,0,pink
1323,Pralus,2006,75.0,France,3.0,Forastero,Brazil,1,purple
1324,Pralus,2006,75.0,France,3.5,Criollo,Tanzania,0,pink
1325,Pralus,2006,75.0,France,3.5,Forastero,Sao Tome & Principe,0,pink
1326,Pralus,2006,75.0,France,3.5,Trinitario,Trinidad,0,pink
1327,Pralus,2006,75.0,France,3.75,Criollo,Madagascar,0,pink
1328,Pralus,2006,75.0,France,3.5,Criollo,Indonesia,0,pink
1329,Pralus,2006,75.0,France,3.5,Trinitario,Venezuela,0,pink
1330,Pralus,2006,75.0,France,4.0,Trinitario,Jamaica,0,pink
1331,Pralus,2006,75.0,France,3.0,Trinitario,Ecuador,1,purple
1332,Pralus,2006,75.0,France,3.0,Trinitario,Vanuatu,1,purple
1333,Pralus,2006,75.0,France,3.25,Forastero,Ghana,0,pink
1334,Pralus,2006,75.0,France,3.5,Trinitario,Colombia,0,pink
1335,Pralus,2006,80.0,France,4.0,"Criollo, Trinitario",Ecuador,0,pink
1336,Pralus,2006,75.0,France,3.0,Trinitario,Cuba,1,purple
1337,Pralus,2006,75.0,France,3.0,"Trinitario, Forastero","Venezuela, Ghana",1,purple
1338,Pralus,2006,75.0,France,3.5,"Criollo, Forastero","Indonesia, Ghana",0,pink
1339,Pump Street Bakery,2016,77.0,U.K.,3.5,Unknown,Ecuador,0,pink
1340,Pump Street Bakery,2015,70.0,U.K.,3.5,Trinitario,Grenada,0,pink
1341,Pump Street Bakery,2015,74.0,U.K.,3.5,Criollo,Madagascar,0,pink
1342,Pump Street Bakery,2015,80.0,U.K.,2.75,Unknown,Honduras,2,dark purple
1343,Pump Street Bakery,2014,75.0,U.K.,2.75,Trinitario,Venezuela,1,purple
1344,Pump Street Bakery,2014,75.0,U.K.,3.0,Forastero (Nacional),Ecuador,1,purple
1345,Pump Street Bakery,2014,72.0,U.K.,3.25,Trinitario,Madagascar,0,pink
1346,Pump Street Bakery,2014,85.0,U.K.,2.75,Forastero (Nacional),Ecuador,2,dark purple
1347,Pura Delizia,2012,73.0,Italy,2.75,Unknown,Venezuela,1,purple
1348,Q Chocolate,2013,75.0,Brazil,3.25,Unknown,Brazil,0,pink
1349,Q Chocolate,2013,85.0,Brazil,3.5,Unknown,Brazil,2,dark purple
1350,Q Chocolate,2013,55.0,Brazil,2.75,Unknown,Brazil,1,purple
1351,Q Chocolate,2013,80.0,Brazil,3.25,Unknown,Brazil,2,dark purple
1352,Q Chocolate,2012,60.0,Brazil,3.0,Unknown,Brazil,1,purple
1353,Q Chocolate,2012,65.0,Brazil,3.25,Unknown,Brazil,0,pink
1354,Quetzalli (Wolter),2016,70.0,Mexico,2.75,Criollo,Mexico,1,purple
1355,Quetzalli (Wolter),2016,74.0,Mexico,3.0,Trinitario,Mexico,1,purple
1356,Raaka,2016,70.0,U.S.A.,3.0,Unknown,"Peru(SMartin,Pangoa,nacional)",1,purple
1357,Raaka,2015,75.0,U.S.A.,2.75,Forastero,Congo,1,purple
1358,Raaka,2012,75.0,U.S.A.,3.25,Trinitario,Madagascar,0,pink
1359,Raaka,2011,85.0,U.S.A.,3.5,Unknown,Dominican Republic,2,dark purple
1360,Rain Republic,2010,70.0,Guatemala,2.75,Unknown,Guatemala,1,purple
1361,Rancho San Jacinto,2010,75.0,Eucador,3.0,"Forastero(Arriba, CCN)",Ecuador,1,purple
1362,Ranger,2015,70.0,U.S.A.,2.5,Unknown,Peru,1,purple
1363,Ranger,2015,80.0,U.S.A.,3.25,Unknown,Peru,2,dark purple
1364,Ranger,2015,73.0,U.S.A.,3.5,Criollo,Peru,0,pink
1365,Raoul Boulanger,2016,75.0,France,3.25,Criollo,Peru,0,pink
1366,Raw Cocoa,2012,70.0,Poland,2.5,Criollo,Unknown,1,purple
1367,Republica del Cacao (aka Confecta),2010,75.0,Ecuador,3.25,Unknown,Ecuador,0,pink
1368,Republica del Cacao (aka Confecta),2009,75.0,Ecuador,2.5,Forastero (Arriba),Ecuador,1,purple
1369,Republica del Cacao (aka Confecta),2007,75.0,Ecuador,3.0,Forastero (Arriba),Ecuador,1,purple
1370,Republica del Cacao (aka Confecta),2007,67.0,Ecuador,3.5,Forastero (Arriba),Ecuador,0,pink
1371,Republica del Cacao (aka Confecta),2007,75.0,Ecuador,3.75,Forastero (Arriba),Ecuador,0,pink
1372,Ritual,2016,75.0,U.S.A.,3.75,Unknown,Ecuador,0,pink
1373,Ritual,2015,85.0,U.S.A.,3.5,Unknown,Ecuador,2,dark purple
1374,Ritual,2015,70.0,U.S.A.,3.5,Blend,Unknown,0,pink
1375,Ritual,2013,75.0,U.S.A.,3.75,Trinitario,Belize,0,pink
1376,Ritual,2013,75.0,U.S.A.,3.0,Forastero (Nacional),Peru,1,purple
1377,Ritual,2012,75.0,U.S.A.,4.0,Trinitario,Madagascar,0,pink
1378,Ritual,2012,75.0,U.S.A.,3.25,Nacional (Arriba),Ecuador,0,pink
1379,Ritual,2012,75.0,U.S.A.,3.5,Trinitario,Trinidad,0,pink
1380,Ritual,2011,75.0,U.S.A.,3.5,Unknown,Costa Rica,0,pink
1381,Roasting Masters,2016,70.0,South Korea,3.25,Unknown,Costa Rica,0,pink
1382,Roasting Masters,2016,70.0,South Korea,3.25,Unknown,Costa Rica,0,pink
1383,Roasting Masters,2016,70.0,South Korea,3.25,Unknown,Costa Rica,0,pink
1384,Robert (aka Chocolaterie Robert),2013,75.0,Madagascar,3.25,Trinitario,Madagascar,0,pink
1385,Robert (aka Chocolaterie Robert),2013,68.0,Madagascar,3.25,Trinitario,Madagascar,0,pink
1386,Rococo (Grenada Chocolate Co.),2012,66.0,U.K.,3.5,Trinitario,Grenada,0,pink
1387,Rogue,2016,75.0,U.S.A.,3.75,Unknown,Honduras,0,pink
1388,Rogue,2015,70.0,U.S.A.,3.75,Unknown,Venezuela,0,pink
1389,Rogue,2015,75.0,U.S.A.,3.25,Unknown,Bolivia,0,pink
1390,Rogue,2014,80.0,U.S.A.,3.75,Criollo,Venezuela,0,pink
1391,Rogue,2013,70.0,U.S.A.,3.5,Trinitario,Madagascar,0,pink
1392,Rogue,2013,70.0,U.S.A.,3.5,Unknown,Dominican Republic,0,pink
1393,Rogue,2013,75.0,U.S.A.,4.0,Unknown,Bolivia,0,pink
1394,Rogue,2013,75.0,U.S.A.,3.75,Trinitario,Jamaica,0,pink
1395,Rogue,2012,75.0,U.S.A.,3.75,Nacional (Arriba),Ecuador,0,pink
1396,Rogue,2011,75.0,U.S.A.,3.0,Criollo,Bolivia,1,purple
1397,Rogue,2010,75.0,U.S.A.,3.75,Unknown,Peru,0,pink
1398,Rogue,2009,70.0,U.S.A.,3.5,Trinitario,Venezuela,0,pink
1399,Rogue,2008,70.0,U.S.A.,2.75,Unknown,Dominican Republic,1,purple
1400,Rogue,2008,70.0,U.S.A.,2.75,Trinitario,Jamaica,1,purple
1401,Rogue,2008,70.0,U.S.A.,2.75,Trinitario,Madagascar,1,purple
1402,Rogue,2008,70.0,U.S.A.,3.0,Trinitario,Trinidad,1,purple
1403,Rozsavolgyi,2012,84.0,Hungary,2.5,Unknown,Venezuela,2,dark purple
1404,Rozsavolgyi,2012,76.0,Hungary,2.25,Trinitario,Venezuela,1,purple
1405,Rozsavolgyi,2012,72.0,Hungary,2.5,Trinitario,Madagascar,1,purple
1406,Rozsavolgyi,2011,73.0,Hungary,3.5,Criollo,Venezuela,0,pink
1407,Rozsavolgyi,2011,71.0,Hungary,2.5,Unknown,Venezuela,1,purple
1408,Rozsavolgyi,2011,70.0,Hungary,3.5,Unknown,Venezuela,0,pink
1409,Rozsavolgyi,2011,77.0,Hungary,2.75,Forastero,Principe,1,purple
1410,S.A.I.D.,2010,64.0,Italy,3.5,Trinitario,Madagascar,0,pink
1411,S.A.I.D.,2010,100.0,Italy,1.5,Unknown,Unknown,2,dark purple
1412,S.A.I.D.,2010,70.0,Italy,3.0,Unknown,Dominican Republic,1,purple
1413,S.A.I.D.,2010,72.0,Italy,3.5,Unknown,Carribean,0,pink
1414,S.A.I.D.,2010,72.0,Italy,3.5,Unknown,Unknown,0,pink
1415,Sacred,2012,83.0,U.S.A.,2.75,Unknown,Central and S. America,2,dark purple
1416,Sacred,2012,69.0,U.S.A.,3.25,Unknown,Central and S. America,0,pink
1417,Salgado,2008,70.0,Argentina,3.5,Forastero,Brazil,0,pink
1418,Salgado,2008,70.0,Argentina,3.5,Forastero (Nacional),Ecuador,0,pink
1419,Salgado,2008,70.0,Argentina,3.5,Trinitario,Venezuela,0,pink
1420,Salgado,2008,70.0,Argentina,3.5,Forastero (Arriba) ASSS,Ecuador,0,pink
1421,Santander (Compania Nacional),2009,75.0,Colombia,2.75,Forastero (Nacional),Colombia,1,purple
1422,Santander (Compania Nacional),2009,70.0,Colombia,3.0,Forastero (Nacional),Colombia,1,purple
1423,Santander (Compania Nacional),2006,53.0,Colombia,2.0,Forastero (Nacional),Colombia,1,purple
1424,Santander (Compania Nacional),2006,65.0,Colombia,3.0,Forastero (Nacional),Colombia,1,purple
1425,Santander (Compania Nacional),2006,70.0,Colombia,4.0,Forastero (Nacional),Colombia,0,pink
1426,Santome,2011,70.0,France,2.75,Forastero,Sao Tome,1,purple
1427,Scharffen Berger,2012,78.0,U.S.A.,4.0,Unknown,Peru,0,pink
1428,Scharffen Berger,2011,68.0,U.S.A.,3.75,Unknown,Papua New Guinea,0,pink
1429,Scharffen Berger,2010,68.0,U.S.A.,3.5,Trinitario,Grenada,0,pink
1430,Scharffen Berger,2010,65.0,U.S.A.,3.75,"Trinitario, Criollo",Madagascar,0,pink
1431,Scharffen Berger,2009,68.0,U.S.A.,3.75,Unknown,Brazil,0,pink
1432,Scharffen Berger,2009,65.0,U.S.A.,4.0,Forastero,Ghana,0,pink
1433,Scharffen Berger,2009,72.0,U.S.A.,3.75,Trinitario,Vietnam,0,pink
1434,Scharffen Berger,2008,72.0,U.S.A.,3.0,Blend,"Ven., Trinidad, Mad.",1,purple
1435,Scharffen Berger,2007,72.0,U.S.A.,3.0,Blend,Carribean(DR/Jam/Tri),1,purple
1436,Scharffen Berger,2007,62.0,U.S.A.,3.0,Unknown,Unknown,1,purple
1437,Scharffen Berger,2007,75.0,U.S.A.,3.75,Unknown,Venezuela,0,pink
1438,Scharffen Berger,2007,75.0,U.S.A.,3.0,Blend,Carribean,1,purple
1439,Scharffen Berger,2006,82.0,U.S.A.,2.0,Unknown,Unknown,2,dark purple
1440,Scharffen Berger,2006,70.0,U.S.A.,3.5,Blend,Unknown,0,pink
1441,Scharffen Berger,2006,68.0,U.S.A.,2.0,Blend,Ghana & Madagascar,1,purple
1442,Scharffen Berger,2006,70.0,U.S.A.,2.0,Trinitario,Jamaica,1,purple
1443,Scharffen Berger,2006,62.0,U.S.A.,3.0,Blend,Unknown,1,purple
1444,Seaforth,2015,70.0,U.K.,2.75,Unknown,Domincan Republic,1,purple
1445,Seaforth,2015,70.0,U.K.,2.75,Unknown,Grenada,1,purple
1446,Shark Mountain,2015,72.0,U.S.A.,3.25,Trinitario,Jamaica,0,pink
1447,Shark Mountain,2015,73.0,U.S.A.,3.5,Forastero,Papua New Guinea,0,pink
1448,Shark Mountain,2015,77.0,U.S.A.,2.75,Criollo,Venezuela,1,purple
1449,Shark Mountain,2015,74.0,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic,0,pink
1450,Shark Mountain,2014,75.0,U.S.A.,3.0,Trinitario,Ecuador,1,purple
1451,Shark Mountain,2014,72.0,U.S.A.,3.25,"Criollo, Trinitario",Belize,0,pink
1452,Shark's,2011,73.0,U.S.A.,2.0,Unknown,Hawaii,1,purple
1453,Shark's,2011,73.0,U.S.A.,2.5,Unknown,Hawaii,1,purple
1454,Shattel,2016,70.0,Peru,3.25,Unknown,Peru,0,pink
1455,Shattell,2011,75.0,Peru,3.5,Criollo,Peru,0,pink
1456,Sibu,2015,82.0,Costa Rica,3.25,Unknown,Costa Rica,2,dark purple
1457,Sibu,2015,70.0,Costa Rica,3.5,Unknown,Costa Rica,0,pink
1458,Sibu Sura,2012,70.0,U.S.A.,2.5,Unknown,Peru,1,purple
1459,Silvio Bessone,2011,67.0,Italy,3.0,Criollo,Belize,1,purple
1460,Silvio Bessone,2011,65.0,Italy,3.25,Forastero,Sao Tome,0,pink
1461,Silvio Bessone,2011,60.0,Italy,3.25,Trinitario,Brazil,0,pink
1462,Silvio Bessone,2011,68.0,Italy,3.0,"Criollo, Trinitario",Colombia,1,purple
1463,Sirene,2016,73.0,Canada,3.5,Unknown,Bolivia,0,pink
1464,Sirene,2016,73.0,Canada,3.5,Unknown,Tanzania,0,pink
1465,Sirene,2016,73.0,Canada,3.75,Unknown,Ecuador,0,pink
1466,Sirene,2015,100.0,Canada,3.0,Trinitario,Madagascar,2,dark purple
1467,Sirene,2015,100.0,Canada,3.0,Unknown,Ecuador,2,dark purple
1468,Sirene,2015,73.0,Canada,3.0,Unknown,Guatemala,1,purple
1469,Sirene,2015,73.0,Canada,3.25,Unknown,Guatemala,0,pink
1470,Sirene,2015,73.0,Canada,3.25,Unknown,Haiti,0,pink
1471,Sirene,2014,67.0,Canada,3.75,Trinitario,Madagascar,0,pink
1472,Sirene,2014,73.0,Canada,3.75,Trinitario,Madagascar,0,pink
1473,Sirene,2014,73.0,Canada,3.75,Unknown,Ecuador,0,pink
1474,Sjolinds,2015,70.0,U.S.A.,2.75,Forastero,Ghana,1,purple
1475,Sjolinds,2015,72.0,U.S.A.,3.0,Unknown,Nicaragua,1,purple
1476,"Smooth Chocolator, The",2017,70.0,Australia,3.5,Unknown,Dominican Republic,0,pink
1477,"Smooth Chocolator, The",2016,70.0,Australia,3.75,Criollo,Venezuela,0,pink
1478,"Smooth Chocolator, The",2016,70.0,Australia,4.0,Criollo,Ecuador,0,pink
1479,"Smooth Chocolator, The",2016,70.0,Australia,3.75,Unknown,Belize,0,pink
1480,"Smooth Chocolator, The",2016,70.0,Australia,3.0,Trinitario,Vietnam,1,purple
1481,"Smooth Chocolator, The",2016,67.0,Australia,3.75,Unknown,Australia,0,pink
1482,"Smooth Chocolator, The",2016,70.0,Australia,3.25,Unknown,Guatemala,0,pink
1483,"Smooth Chocolator, The",2015,65.0,Australia,3.25,Trinitario,Madagascar,0,pink
1484,"Smooth Chocolator, The",2015,70.0,Australia,3.5,Trinitario,Madagascar,0,pink
1485,"Smooth Chocolator, The",2015,67.0,Australia,3.75,Unknown,Tanzania,0,pink
1486,"Smooth Chocolator, The",2015,70.0,Australia,3.75,Trinitario,Trinidad,0,pink
1487,"Smooth Chocolator, The",2015,72.0,Australia,4.0,Unknown,Ecuador,0,pink
1488,"Smooth Chocolator, The",2015,72.0,Australia,2.75,Unknown,Bolivia,1,purple
1489,"Smooth Chocolator, The",2015,65.0,Australia,3.5,Unknown,Papua New Guinea,0,pink
1490,"Smooth Chocolator, The",2015,67.0,Australia,3.0,Forastero (Nacional),Peru,1,purple
1491,"Smooth Chocolator, The",2015,70.0,Australia,3.75,Trinitario,Venezuela,0,pink
1492,Snake & Butterfly,2011,67.0,U.S.A.,1.5,Forastero,Ghana,1,purple
1493,Snake & Butterfly,2010,68.0,U.S.A.,3.0,Trinitario,Madagascar,1,purple
1494,Snake & Butterfly,2010,68.0,U.S.A.,3.25,Unknown,Ecuador,0,pink
1495,Sol Cacao,2016,70.0,U.S.A.,3.5,Unknown,Ecuador,0,pink
1496,Sol Cacao,2015,72.0,U.S.A.,3.0,Trinitario,Madagascar,1,purple
1497,Solkiki,2016,68.0,U.K.,2.75,Forastero (Nacional),Peru,1,purple
1498,Solkiki,2016,85.0,U.K.,2.75,Unknown,Domincan Republic,2,dark purple
1499,Solomons Gold,2016,70.0,New Zealand,3.25,Unknown,Solomon Islands,0,pink
1500,Solomons Gold,2016,75.0,New Zealand,3.25,Unknown,Solomon Islands,0,pink
1501,Solstice,2014,70.0,U.S.A.,3.0,"Forastero, Trinitario",Uganda,1,purple
1502,Solstice,2013,70.0,U.S.A.,3.0,Trinitario,Madagascar,1,purple
1503,Solstice,2013,70.0,U.S.A.,3.0,Unknown,Venezuela,1,purple
1504,Solstice,2013,70.0,U.S.A.,3.25,Unknown,Bolivia,0,pink
1505,Solstice,2013,70.0,U.S.A.,3.25,Unknown,Peru,0,pink
1506,Solstice,2013,70.0,U.S.A.,3.5,Blend,Unknown,0,pink
1507,Soma,2016,62.0,Canada,3.5,Unknown,Domincan Republic,0,pink
1508,Soma,2016,70.0,Canada,3.5,Trinitario,Madagascar,0,pink
1509,Soma,2016,70.0,Canada,3.5,Forastero (Parazinho),Brazil,0,pink
1510,Soma,2016,75.0,Canada,3.75,Unknown,"Ven.,Ecu.,Peru,Nic.",0,pink
1511,Soma,2016,70.0,Canada,3.75,Trinitario,Nicaragua,0,pink
1512,Soma,2016,70.0,Canada,4.0,Trinitario,Vietnam,0,pink
1513,Soma,2016,70.0,Canada,3.25,Unknown,Ecuador,0,pink
1514,Soma,2015,70.0,Canada,3.5,Criollo,Venezuela,0,pink
1515,Soma,2015,75.0,Canada,4.0,Unknown,Venezuela,0,pink
1516,Soma,2014,70.0,Canada,3.5,Unknown,Nicaragua,0,pink
1517,Soma,2014,70.0,Canada,3.75,Forastero (Nacional),Peru,0,pink
1518,Soma,2014,70.0,Canada,3.25,Trinitario,Nicaragua,0,pink
1519,Soma,2014,80.0,Canada,3.5,Forastero (Nacional),Ecuador,0,pink
1520,Soma,2014,70.0,Canada,3.75,Forastero (Amelonado),Vanuatu,0,pink
1521,Soma,2014,70.0,Canada,3.25,Blend,Madagascar & Ecuador,0,pink
1522,Soma,2013,77.0,Canada,3.75,Trinitario,Dominican Republic,0,pink
1523,Soma,2013,70.0,Canada,3.25,Criollo,Indonesia,0,pink
1524,Soma,2013,70.0,Canada,2.75,Criollo,Peru,1,purple
1525,Soma,2013,70.0,Canada,3.75,Trinitario,Trinidad,0,pink
1526,Soma,2013,70.0,Canada,3.25,Unknown,Unknown,0,pink
1527,Soma,2013,70.0,Canada,3.75,Criollo,Venezuela,0,pink
1528,Soma,2013,88.0,Canada,4.0,Unknown,"Guat., D.R., Peru, Mad., PNG",2,dark purple
1529,Soma,2013,70.0,Canada,4.0,Criollo,Venezuela,0,pink
1530,Soma,2013,67.0,Canada,4.0,Unknown,"Peru, Dom. Rep",0,pink
1531,Soma,2013,70.0,Canada,3.25,Forastero,Venezuela,0,pink
1532,Soma,2013,70.0,Canada,4.0,Trinitario,Jamaica,0,pink
1533,Soma,2012,70.0,Canada,3.25,Unknown,Haiti,0,pink
1534,Soma,2012,70.0,Canada,3.75,Unknown,Hawaii,0,pink
1535,Soma,2012,70.0,Canada,4.0,Blend,"Dom. Rep., Madagascar",0,pink
1536,Soma,2012,70.0,Canada,4.0,Blend,"Gre., PNG, Haw., Haiti, Mad",0,pink
1537,Soma,2012,70.0,Canada,3.5,Trinitario,Guatemala,0,pink
1538,Soma,2012,70.0,Canada,3.75,Trinitario,Venezuela,0,pink
1539,Soma,2012,70.0,Canada,3.5,Blend,"Mad., Java, PNG",0,pink
1540,Soma,2012,85.0,Canada,3.5,Trinitario,Papua New Guinea,2,dark purple
1541,Soma,2011,70.0,Canada,2.75,Trinitario,Grenada,1,purple
1542,Soma,2011,70.0,Canada,3.5,Nacional,Bolivia,0,pink
1543,Soma,2011,64.0,Canada,4.0,Unknown,Peru,0,pink
1544,Soma,2011,70.0,Canada,4.0,Unknown,"Ven, Bolivia, D.R.",0,pink
1545,Soma,2011,70.0,Canada,3.75,Forastero,Dominican Republic,0,pink
1546,Soma,2011,70.0,Canada,3.5,Criollo,Venezuela,0,pink
1547,Soma,2010,70.0,Canada,3.75,"Trinitario, Nacional","DR, Ecuador, Peru",0,pink
1548,Soma,2009,70.0,Canada,3.0,Forastero,Dominican Republic,1,purple
1549,Soma,2009,70.0,Canada,3.5,Forastero,Ghana,0,pink
1550,Soma,2009,70.0,Canada,3.0,Trinitario,Dominican Republic,1,purple
1551,Soma,2009,70.0,Canada,3.5,Trinitario,Papua New Guinea,0,pink
1552,Soma,2009,70.0,Canada,3.75,Criollo,Madagascar,0,pink
1553,Soma,2009,70.0,Canada,3.75,Criollo,Venezuela,0,pink
1554,Somerville,2014,70.0,U.S.A.,3.25,Unknown,Nicaragua,0,pink
1555,Somerville,2014,70.0,U.S.A.,3.5,Unknown,Hawaii,0,pink
1556,Soul,2017,70.0,Canada,3.25,Unknown,Dominican Republic,0,pink
1557,Soul,2017,70.0,Canada,3.5,Unknown,Madagascar,0,pink
1558,Soul,2017,75.0,Canada,3.5,Unknown,Venezuela,0,pink
1559,Soul,2017,75.0,Canada,3.25,Unknown,Ecuador,0,pink
1560,Soul,2017,77.0,Canada,3.25,Unknown,Papua New Guinea,0,pink
1561,Soul,2017,80.0,Canada,3.5,Unknown,Tanzania,0,pink
1562,Spagnvola,2012,70.0,U.S.A.,3.0,Unknown,Dominican Republic,1,purple
1563,Spagnvola,2012,80.0,U.S.A.,3.0,Unknown,Dominican Republic,2,dark purple
1564,Spagnvola,2012,75.0,U.S.A.,3.25,Unknown,Dominican Republic,0,pink
1565,Spencer,2017,70.0,U.S.A.,3.75,Unknown,Dominican Republic,0,pink
1566,Spencer,2017,70.0,U.S.A.,3.5,Unknown,Ecuador,0,pink
1567,Spencer,2017,70.0,U.S.A.,2.75,Unknown,Peru,1,purple
1568,Spencer,2016,70.0,Australia,3.5,Unknown,Domincan Republic,0,pink
1569,Spencer,2016,70.0,Australia,3.75,Unknown,Ecuador,0,pink
1570,Spencer,2016,70.0,Australia,3.75,Unknown,Madagascar,0,pink
1571,Spencer,2014,72.0,Australia,2.75,Trinitario,Vanuatu,1,purple
1572,Sprungli (Felchlin),2013,70.0,Switzerland,3.0,Criollo,Bolivia,1,purple
1573,SRSLY,2013,70.0,U.S.A.,3.0,Unknown,Dominican Republic,1,purple
1574,SRSLY,2013,84.0,U.S.A.,2.25,Unknown,Dominican Republic,2,dark purple
1575,Starchild,2015,70.0,U.S.A.,3.0,Forastero (Nacional),Ecuador,1,purple
1576,Starchild,2015,70.0,U.S.A.,3.0,Unknown,Domincan Republic,1,purple
1577,Starchild,2015,70.0,U.S.A.,3.0,Unknown,Guatemala,1,purple
1578,Starchild,2015,70.0,U.S.A.,3.0,Trinitario (Amelonado),Nicaragua,1,purple
1579,Starchild,2015,70.0,U.S.A.,3.0,Trinitario,Madagascar,1,purple
1580,Stella (aka Bernrain),2012,68.0,Switzerland,2.75,Trinitario,Brazil,1,purple
1581,Stella (aka Bernrain),2011,72.0,Switzerland,3.25,Unknown,India,0,pink
1582,Stone Grindz,2014,84.0,U.S.A.,3.5,Unknown,Ecuador,2,dark purple
1583,Stone Grindz,2014,70.0,U.S.A.,3.5,Unknown,Ecuador,0,pink
1584,StRita Supreme,2012,65.0,U.S.A.,2.5,Unknown,Philippines,1,purple
1585,StRita Supreme,2012,70.0,U.S.A.,2.5,Unknown,Philippines,1,purple
1586,StRita Supreme,2012,75.0,U.S.A.,2.75,Unknown,Philippines,1,purple
1587,Sublime Origins,2013,67.0,U.S.A.,2.75,Trinitario,Madagascar,1,purple
1588,Sublime Origins,2013,78.0,U.S.A.,3.25,Trinitario,Belize,0,pink
1589,Summerbird,2016,61.0,Denmark,2.5,"Criollo, Trinitario",Peru,1,purple
1590,Summerbird,2016,71.0,Denmark,3.0,"Criollo, Trinitario",Peru,1,purple
